Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,1 18,,,1 19,,,1 20,,,1 21,,,1 22,,,1 23,,,1 24,,,1 25,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
5382,0,1611.25,-59.789,22.9814,459.107,386.661,24.0834,824.661,1020.42,32.0742,1621.7,429.569,28.6467,1139,443.561,26.1245,2226.92,738.384,30.3422,2274.79,-57.0171,34.4226,546.09,-353.308,28.2438,1896.31,-658.432,33.5229,1563.59,1126.76,26.2581,1125.57,-50.5971,23.8908,1235.63,-721.103,21.418,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,0,1611.26,-59.8089,22.9778,459.133,386.67,24.0709,824.708,1020.4,32.1271,1621.69,429.564,28.6766,1138.99,443.533,26.1087,2227.07,737.995,30.7971,2274.72,-57.0305,34.3533,545.946,-353.223,28.1873,1896.36,-658.463,33.5201,1563.62,1126.76,26.3012,1124.67,-51.0737,23.3538,1235.3,-721.118,21.344,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,0,1611.23,-59.7877,22.956,459.076,386.68,24.0333,824.666,1020.41,32.098,1621.69,429.573,28.6712,1139,443.552,26.1623,2226.9,738.41,30.3251,2274.66,-57.0633,34.3314,546.023,-353.257,28.2191,1896.25,-658.329,33.3066,1563.63,1126.78,26.3537,1125.43,-50.6163,23.8746,1235.32,-720.701,21.3951,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,0,1611.17,-59.8948,22.8457,459.155,386.67,24.0965,824.707,1020.43,32.1477,1621.67,429.582,28.6653,1139.03,443.526,26.1925,2227.04,737.989,30.8041,2274.71,-57.0176,34.3416,546.067,-353.276,28.2411,1896.26,-658.35,33.3893,1563.61,1126.78,26.2775,1124.48,-51.0608,23.3035,1235.32,-721.116,21.3206,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,0,1611.17,-59.8747,22.8279,459.075,386.673,24.0084,824.69,1020.42,32.1123,1621.69,429.572,28.671,1138.96,443.541,26.1435,2226.88,738.406,30.2773,2274.65,-57.0956,34.3491,545.922,-353.176,28.1882,1896.36,-658.549,33.7907,1563.63,1126.77,26.3051,1125.45,-50.6282,23.8811,1235.38,-721.029,21.4553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,0,1611.17,-59.8684,22.8429,459.166,386.667,24.0723,824.712,1020.42,32.0958,1621.7,429.565,28.6799,1138.97,443.554,26.134,2226.95,738.329,30.3929,2274.68,-57.0476,34.3147,545.997,-353.243,28.1804,1896.32,-658.465,33.593,1563.66,1126.72,26.3208,1124.58,-51.1206,23.3303,1235.23,-721.104,21.3111,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,0,1611.17,-59.8415,23.0994,459.115,386.665,24.042,824.658,1020.44,32.0905,1621.68,429.566,28.6583,1138.99,443.557,26.1273,2226.91,738.383,30.3278,2274.64,-57.0895,34.3082,546.329,-353.703,28.3533,1896.26,-658.382,33.3207,1563.63,1126.79,26.3308,1125.42,-50.6593,23.813,1235.24,-721.105,21.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,0,1611.24,-59.7956,22.9834,459.108,386.64,24.0782,824.677,1020.43,32.1297,1621.68,429.57,28.679,1138.99,443.552,26.1684,2226.92,738.341,30.3814,2274.6,-57.0899,34.3137,546.116,-353.24,28.2681,1896.35,-658.464,33.5888,1563.62,1126.76,26.3291,1125.51,-50.6699,23.8915,1235.19,-721.125,21.3364,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,0,1611.24,-59.7931,23.0272,459.056,386.648,24.013,824.702,1020.42,32.0957,1621.68,429.561,28.6934,1138.97,443.552,26.1214,2227.06,737.993,30.8098,2274.73,-57.03,34.4206,546.03,-353.29,28.2568,1896.23,-658.305,33.1846,1563.6,1126.75,26.301,1124.5,-51.0256,23.3474,1235.26,-721.103,21.4424,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,0,1611.23,-59.7907,23.0159,459.204,386.629,24.1198,824.709,1020.39,32.1284,1621.65,429.574,28.672,1138.95,443.574,26.1021,2226.87,738.422,30.27,2274.71,-57.0502,34.3482,546.059,-353.278,28.2658,1896.25,-658.421,33.4727,1563.63,1126.75,26.3156,1125.51,-50.6156,23.9132,1235.18,-721.145,21.3697,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,0,1611.13,-59.9345,22.9996,459.083,386.666,24.0498,824.665,1020.44,32.089,1621.68,429.539,28.6779,1138.98,443.573,26.1154,2226.9,738.402,30.2789,2274.65,-57.0895,34.3191,546.032,-353.279,28.2547,1896.24,-658.366,33.4385,1563.62,1126.76,26.2743,1124.58,-51.0742,23.2867,1235.37,-721.167,21.4246,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,0,1611.12,-59.9317,23.0179,459.144,386.673,24.0791,824.633,1020.42,32.081,1621.66,429.551,28.667,1138.97,443.556,26.1045,2227.08,737.99,30.8026,2274.59,-57.1301,34.2584,546.089,-353.302,28.2422,1896.24,-658.354,33.2743,1563.56,1126.8,26.2102,1125.5,-50.6621,23.8468,1235.22,-721.194,21.3123,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,0,1611.17,-59.8804,22.8779,459.127,386.673,24.0767,824.671,1020.4,32.0948,1621.68,429.532,28.6643,1138.97,443.577,26.1158,2226.9,738.397,30.3256,2274.65,-57.0758,34.3254,546.136,-353.255,28.2438,1896.26,-658.308,33.3301,1563.61,1126.77,26.3029,1124.61,-51.1112,23.3277,1235.26,-721.137,21.3326,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,0,1611.16,-59.8984,22.8742,459.171,386.629,24.133,824.654,1020.44,32.09,1621.67,429.556,28.6929,1138.97,443.584,26.1024,2227.07,737.99,30.8297,2274.75,-57.0491,34.4167,546.198,-353.254,28.2631,1896.25,-658.275,33.2123,1563.6,1126.78,26.2912,1124.55,-51.0997,23.3169,1235.31,-721.155,21.3899,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,0,1611.16,-59.8765,22.8561,459.229,386.617,24.0983,824.645,1020.43,32.13,1621.68,429.558,28.6638,1138.98,443.58,26.1533,2227.05,737.973,30.7902,2274.69,-57.0349,34.3832,546.171,-353.243,28.2674,1896.3,-658.35,33.3722,1563.67,1126.72,26.3636,1124.57,-51.0319,23.3993,1235.25,-721.127,21.3598,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,0,1611.16,-59.877,22.8526,459.165,386.629,24.0708,824.684,1020.43,32.1452,1621.66,429.547,28.6565,1139.02,443.576,26.1574,2227.07,737.976,30.8133,2274.68,-57.0604,34.371,545.94,-353.204,28.2151,1896.27,-658.401,33.4634,1563.59,1126.77,26.2751,1124.56,-51.1082,23.2979,1235.19,-721.17,21.3398,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,0,1611.15,-59.9314,23.0499,459.131,386.627,24.0393,824.654,1020.44,32.0716,1621.88,429.717,28.6984,1138.99,443.572,26.1102,2227.1,738.025,30.8106,2274.72,-57.0811,34.458,546.051,-353.249,28.2172,1896.35,-658.448,33.6514,1563.64,1126.75,26.3095,1125.45,-50.6696,23.8691,1235.24,-721.118,21.3343,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,0,1611.16,-59.8789,22.8371,459.168,386.611,24.0801,824.727,1020.39,32.119,1621.69,429.576,28.6762,1138.98,443.547,26.0833,2227.06,737.985,30.8137,2274.7,-57.0756,34.337,546.06,-353.209,28.2657,1896.23,-658.371,33.3414,1563.61,1126.77,26.2799,1125.48,-50.6398,23.8571,1235.12,-721.166,21.3457,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,0,1611.16,-59.8987,22.8754,459.169,386.665,24.1207,824.694,1020.44,32.1143,1621.7,429.58,28.6895,1138.98,443.556,26.1288,2226.9,738.362,30.3591,2274.62,-57.0907,34.3545,546.104,-353.256,28.2421,1896.26,-658.373,33.5007,1563.64,1126.74,26.3332,1125.53,-50.677,23.903,1235.03,-721.252,21.2745,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,0,1611.16,-59.8793,22.8419,459.039,386.68,23.9788,824.735,1020.4,32.13,1621.69,429.579,28.6635,1138.95,443.578,26.1389,2227.07,737.992,30.8193,2274.61,-57.0799,34.3092,546.094,-353.212,28.2199,1896.29,-658.38,33.2531,1563.63,1126.75,26.3489,1125.47,-50.6296,23.8503,1235.28,-721.178,21.3657,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,0,1611.19,-59.8067,23.1549,459.196,386.625,24.0936,824.657,1020.45,32.0771,1621.71,429.565,28.6724,1139.01,443.52,26.13,2227.06,737.977,30.7765,2274.73,-57.0121,34.316,545.919,-353.152,28.167,1896.28,-658.417,33.4666,1563.62,1126.77,26.2779,1125.55,-50.5991,23.894,1235.27,-721.188,21.3267,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,0,1611.23,-59.8079,22.972,459.194,386.626,24.1115,824.702,1020.4,32.0963,1621.71,429.568,28.6672,1138.93,443.588,26.0969,2226.9,738.41,30.3047,2274.72,-57.0136,34.3323,545.999,-353.282,28.1456,1896.18,-658.28,33.2057,1563.61,1126.76,26.2597,1124.57,-51.0474,23.3695,1235.17,-721.191,21.3127,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,0,1611.15,-59.8676,22.8535,459.125,386.679,24.0122,824.698,1020.43,32.1154,1621.68,429.57,28.6811,1138.99,443.571,26.1083,2227.06,737.95,30.8296,2274.63,-57.1047,34.3581,545.949,-353.17,28.1569,1896.22,-658.287,33.2306,1563.63,1126.75,26.2842,1124.59,-51.0584,23.3402,1235.23,-721.215,21.2907,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,0,1611.16,-59.8931,22.8664,459.169,386.645,24.1479,824.673,1020.43,32.1215,1621.68,429.571,28.68,1139.01,443.551,26.1519,2226.88,738.366,30.3506,2274.7,-57.085,34.4411,546.325,-353.657,28.4151,1896.29,-658.35,33.3166,1563.61,1126.76,26.2839,1124.55,-51.0882,23.3366,1235.21,-721.173,21.3367,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,0,1611.15,-59.8966,22.8515,459.181,386.669,24.1365,824.631,1020.44,32.1004,1621.67,429.564,28.6796,1139,443.568,26.1403,2226.9,738.387,30.3273,2274.71,-57.0305,34.31,545.988,-353.242,28.2079,1896.35,-658.519,33.701,1563.63,1126.75,26.3055,1125.56,-50.5984,23.951,1235.24,-721.186,21.3824,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,0,1611.18,-59.8112,23.1635,459.098,386.699,24.0681,824.68,1020.42,32.1159,1621.7,429.554,28.6757,1139.03,443.543,26.1499,2227.07,737.996,30.8142,2274.7,-57.0415,34.3338,546.188,-353.321,28.2736,1896.34,-658.496,33.7021,1563.63,1126.75,26.2841,1125.5,-50.6111,23.895,1235.06,-721.197,21.2669,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,0,1611.15,-59.877,22.8213,459.209,386.597,24.0241,824.658,1020.44,32.0148,1621.68,429.565,28.657,1138.99,443.567,26.1101,2226.91,738.431,30.2866,2274.68,-57.0431,34.3597,546.079,-353.328,28.2379,1896.39,-658.484,33.5613,1563.62,1126.75,26.3297,1125.48,-50.6006,23.8654,1235.09,-721.161,21.2741,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,0,1611.24,-59.7904,23.0069,459.195,386.61,24.0429,824.686,1020.39,32.1055,1621.65,429.571,28.6793,1138.98,443.536,26.1099,2227.05,737.998,30.7955,2274.66,-57.0692,34.3454,545.848,-353.269,28.1797,1896.36,-658.479,33.5756,1563.63,1126.75,26.3149,1125.53,-50.6236,23.8668,1235.13,-721.206,21.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,0,1611.16,-59.8839,22.8798,459.064,386.672,24.0334,824.652,1020.42,32.1079,1621.66,429.55,28.6893,1138.99,443.582,26.1635,2226.89,738.385,30.335,2274.65,-57.0616,34.3217,545.975,-353.245,28.2063,1896.26,-658.407,33.4816,1563.63,1126.77,26.3372,1125.53,-50.6117,23.9204,1235.26,-721.168,21.3633,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,0,1611.16,-59.887,22.8923,459.079,386.683,24.0667,824.638,1020.4,32.0492,1621.68,429.544,28.682,1138.99,443.538,26.1707,2227.08,738,30.8252,2274.66,-57.0654,34.2907,546.355,-353.69,28.363,1896.24,-658.381,33.3572,1563.61,1126.73,26.2792,1124.59,-51.0743,23.3234,1235.37,-721.196,21.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,0,1611.17,-59.8831,22.8839,459.203,386.638,24.118,824.665,1020.43,32.1012,1621.67,429.546,28.6761,1138.97,443.563,26.0988,2227.07,738.033,30.7755,2274.73,-57.0668,34.3638,546.342,-353.688,28.338,1896.33,-658.414,33.5394,1563.64,1126.76,26.2987,1125.51,-50.6342,23.8866,1235.06,-721.23,21.2952,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,0,1611.16,-59.8808,22.8395,459.129,386.659,24.0799,824.713,1020.43,32.1018,1621.66,429.556,28.6665,1139,443.581,26.1404,2226.88,738.443,30.2595,2274.68,-57.032,34.3543,545.918,-353.221,28.2483,1896.23,-658.33,33.2493,1563.62,1126.77,26.292,1124.58,-51.0709,23.3498,1235.12,-721.188,21.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,0,1611.16,-59.8845,22.8596,459.152,386.677,24.1009,824.634,1020.45,32.0976,1621.66,429.556,28.6602,1139.01,443.585,26.1408,2227.07,737.958,30.851,2274.66,-57.0586,34.2812,546.063,-353.252,28.2907,1896.26,-658.421,33.4449,1563.59,1126.76,26.2879,1125.52,-50.5854,23.9381,1235.3,-721.173,21.4611,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,0,1611.17,-59.8663,22.8662,459.176,386.638,24.1475,824.648,1020.43,32.0746,1621.86,429.718,28.7175,1138.97,443.558,26.181,2226.93,738.372,30.3729,2274.64,-57.0926,34.2988,546.027,-353.254,28.2558,1896.36,-658.446,33.5397,1563.62,1126.76,26.3095,1125.49,-50.6564,23.8705,1235.29,-721.083,21.4314,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,0,1611.23,-59.7932,22.9775,459.164,386.633,24.0909,824.662,1020.45,32.111,1621.7,429.579,28.6619,1138.97,443.555,26.1141,2226.91,738.388,30.3389,2274.69,-57.0928,34.4148,545.867,-353.286,28.2022,1896.26,-658.404,33.4844,1563.56,1126.76,26.2416,1124.54,-51.0067,23.3202,1235.28,-721.204,21.4847,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,0,1611.18,-59.879,22.8475,459.225,386.631,24.163,824.687,1020.41,32.091,1621.68,429.593,28.6491,1139,443.553,26.1561,2226.91,738.353,30.3658,2274.7,-57.0347,34.3532,545.95,-353.246,28.2177,1896.28,-658.423,33.406,1563.62,1126.77,26.3049,1124.57,-51.1183,23.277,1235.27,-721.157,21.4168,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,0,1611.17,-59.8861,22.8695,459.256,386.569,24.1026,824.72,1020.39,32.125,1621.7,429.576,28.6714,1138.95,443.539,26.1047,2227.08,737.995,30.8231,2274.63,-57.0684,34.3388,546.055,-353.245,28.2513,1896.32,-658.502,33.5547,1563.57,1126.77,26.254,1125.55,-50.6476,23.8665,1235.01,-721.174,21.2679,,,,,,,,,,,,,,,,,,,,,,,,,,,
5419,0,1611.17,-59.8714,22.8687,459.176,386.622,24.0992,824.717,1020.42,32.129,1621.69,429.575,28.6817,1138.99,443.57,26.1493,2227.06,737.946,30.8392,2274.6,-57.1044,34.2594,545.974,-353.3,28.2045,1896.31,-658.442,33.5557,1563.62,1126.77,26.3161,1124.53,-51.0043,23.3655,1235.32,-721.17,21.3719,,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,0,1611.16,-59.8668,22.8292,459.13,386.641,23.9948,824.669,1020.45,32.0871,1621.86,429.722,28.705,1138.99,443.548,26.1264,2226.89,738.385,30.3281,2274.71,-57.031,34.3553,546,-353.203,28.2194,1896.37,-658.626,33.8134,1563.61,1126.75,26.3209,1124.62,-51.0649,23.3581,1235.31,-721.171,21.5325,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,0,1611.17,-59.8731,22.8472,459.13,386.651,24.0526,824.661,1020.47,32.1058,1621.7,429.593,28.6798,1139,443.593,26.1198,2226.87,738.433,30.2488,2274.7,-57.0427,34.4153,546,-353.252,28.2164,1896.3,-658.419,33.4696,1563.64,1126.76,26.3203,1125.53,-50.6309,23.865,1235.5,-721.065,21.4173,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,0,1611.25,-59.8029,22.9681,459.084,386.661,24.003,824.682,1020.42,32.1409,1621.69,429.582,28.6576,1138.98,443.57,26.1193,2227.08,737.969,30.8147,2274.72,-57.0924,34.438,546.111,-353.291,28.2035,1896.25,-658.352,33.3242,1563.62,1126.73,26.2874,1125.52,-50.6349,23.8634,1235.52,-721.099,21.3659,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,0,1611.25,-59.8067,22.9561,459.186,386.631,24.1233,824.678,1020.44,32.102,1621.71,429.577,28.6673,1138.98,443.534,26.1611,2226.93,738.342,30.3619,2274.73,-57.0625,34.3905,546.045,-353.224,28.2734,1896.22,-658.337,33.2964,1563.59,1126.79,26.2796,1125.49,-50.6397,23.8367,1235.57,-721.087,21.5395,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,0,1611.23,-59.8041,22.9798,459.24,386.616,24.1549,824.708,1020.41,32.1037,1621.69,429.578,28.6847,1138.98,443.575,26.1298,2226.91,738.36,30.3565,2274.68,-57.0425,34.3358,546.323,-353.672,28.3997,1896.3,-658.415,33.4622,1563.61,1126.76,26.3137,1124.58,-51.0568,23.3371,1235.36,-721.152,21.396,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,0,1611.24,-59.787,22.9914,459.099,386.687,24.0343,824.677,1020.42,32.1003,1621.67,429.597,28.6856,1138.98,443.577,26.1662,2227.04,737.97,30.7848,2274.76,-57.0507,34.4217,546.048,-353.268,28.2281,1896.29,-658.349,33.2791,1563.59,1126.76,26.2569,1124.55,-51.0845,23.3257,1235.29,-721.15,21.3183,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,0,1611.17,-59.8824,22.8338,459.195,386.614,24.104,824.704,1020.38,32.1298,1621.69,429.572,28.6886,1138.99,443.596,26.0944,2227.07,737.976,30.8178,2274.67,-57.0726,34.3529,546.125,-353.345,28.2509,1896.33,-658.418,33.4215,1563.59,1126.76,26.2661,1125.54,-50.5587,23.9008,1235.22,-721.14,21.2861,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,0,1611.17,-59.8893,22.8091,459.188,386.589,24.0549,824.693,1020.43,32.1064,1621.85,429.729,28.6881,1138.99,443.557,26.09,2227.07,737.998,30.7862,2274.85,-56.9915,34.5055,546.108,-353.338,28.2077,1896.35,-658.516,33.3944,1563.6,1126.75,26.2594,1125.49,-50.5992,23.8664,1235.57,-721.046,21.418,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,0,1611.13,-59.9231,23.0149,459.184,386.62,24.1068,824.645,1020.44,32.0959,1621.86,429.706,28.7016,1138.98,443.534,26.1429,2227.07,738.003,30.792,2274.67,-57.0741,34.3406,545.991,-353.199,28.2378,1896.35,-658.575,33.8385,1563.61,1126.78,26.3233,1125.49,-50.6553,23.8384,1235.24,-721.146,21.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,0,1611.16,-59.8829,22.8806,459.129,386.64,24.07,824.677,1020.41,32.1068,1621.7,429.585,28.6857,1138.96,443.567,26.1418,2226.91,738.373,30.3551,2274.75,-57.0163,34.4524,546.326,-353.727,28.3182,1896.27,-658.398,33.4455,1563.63,1126.76,26.332,1125.52,-50.632,23.8982,1235.32,-721.17,21.3722,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,0,1611.18,-59.9037,22.9003,459.075,386.678,24.0372,824.703,1020.4,32.1457,1621.7,429.572,28.6801,1138.98,443.551,26.1673,2227.04,737.956,30.7908,2274.62,-57.073,34.3379,546.062,-353.301,28.2806,1896.27,-658.356,33.4042,1563.58,1126.78,26.2665,1125.54,-50.6118,23.9007,1235.34,-721.132,21.3541,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,0,1611.2,-59.8139,22.9489,459.15,386.619,24.0399,824.692,1020.41,32.0928,1621.7,429.579,28.6965,1138.97,443.55,26.1392,2226.87,738.416,30.2819,2274.71,-57.052,34.3837,546.095,-353.339,28.214,1896.27,-658.371,33.4549,1563.66,1126.75,26.3434,1125.57,-50.6342,23.8837,1235.31,-721.165,21.4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,0,1611.14,-59.9334,23.0572,459.24,386.625,24.1187,824.725,1020.42,32.1169,1621.68,429.596,28.6413,1139.02,443.576,26.1188,2227.07,737.996,30.8024,2274.66,-57.1105,34.4127,546.366,-353.654,28.3809,1896.24,-658.369,33.3518,1563.61,1126.8,26.2874,1125.64,-50.6304,23.9135,1235.22,-721.219,21.2691,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,0,1611.15,-59.892,22.8535,459.158,386.636,24.0522,824.65,1020.47,32.0819,1621.68,429.577,28.653,1138.97,443.562,26.1166,2227.05,737.984,30.7674,2274.71,-57.0657,34.4161,546.401,-353.737,28.3567,1896.29,-658.37,33.3487,1563.65,1126.76,26.3099,1124.56,-51.094,23.2939,1235.2,-721.175,21.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,0,1611.15,-59.8805,22.8705,459.143,386.639,24.0646,824.642,1020.44,32.1195,1621.67,429.576,28.6827,1139.04,443.537,26.1732,2226.87,738.421,30.2557,2274.71,-57.0785,34.3762,545.919,-353.225,28.2172,1896.21,-658.342,33.2504,1563.61,1126.76,26.2988,1124.61,-51.0775,23.3387,1235.35,-721.151,21.4422,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,0,1611.24,-59.7844,23.0096,459.212,386.589,24.1003,824.676,1020.41,32.1251,1621.69,429.562,28.7008,1138.98,443.55,26.1459,2227.06,737.989,30.803,2274.65,-57.1048,34.4098,546.01,-353.292,28.2393,1896.31,-658.418,33.5089,1563.64,1126.76,26.2956,1124.63,-51.1164,23.3694,1235.27,-721.163,21.3754,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,0,1611.15,-59.8946,22.8678,459.191,386.617,24.0145,824.66,1020.42,32.0929,1621.66,429.543,28.6701,1138.99,443.558,26.1812,2227.07,737.976,30.8378,2274.66,-57.0547,34.373,546.096,-353.343,28.2299,1896.2,-658.336,33.2305,1563.61,1126.76,26.2809,1124.57,-51.0632,23.3426,1235.32,-721.174,21.4001,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,0,1611.25,-59.7796,23.0156,459.138,386.681,24.0826,824.664,1020.41,32.1096,1621.67,429.576,28.669,1138.98,443.556,26.124,2226.89,738.388,30.306,2274.67,-57.0335,34.356,545.965,-353.296,28.1952,1896.27,-658.369,33.1935,1563.61,1126.75,26.3008,1124.6,-51.0298,23.3633,1235.28,-721.239,21.3337,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,0,1611.25,-59.7861,22.992,459.111,386.652,23.9917,824.747,1020.36,32.1223,1621.67,429.579,28.6657,1138.98,443.578,26.1378,2227.05,737.988,30.7947,2274.8,-57.0269,34.4683,546.05,-353.253,28.222,1896.18,-658.261,33.0062,1563.64,1126.75,26.2951,1125.61,-50.5823,23.9598,1235.04,-721.223,21.2942,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,0,1611.24,-59.7975,22.9987,459.085,386.653,24.0282,824.661,1020.43,32.0806,1621.66,429.537,28.6773,1138.99,443.544,26.1478,2227.05,737.96,30.8002,2274.68,-57.0441,34.3607,546.131,-353.365,28.3061,1896.34,-658.517,33.6374,1563.65,1126.75,26.3319,1125.59,-50.5877,23.9166,1235.25,-721.22,21.4356,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,0,1611.25,-59.7797,23.0058,459.076,386.658,24.0795,824.702,1020.42,32.1152,1621.66,429.556,28.6808,1138.96,443.575,26.1392,2226.9,738.4,30.3214,2274.63,-57.0802,34.3158,545.989,-353.259,28.2097,1896.4,-658.474,33.4668,1563.6,1126.77,26.2933,1125.55,-50.6451,23.8892,1235.22,-721.146,21.3609,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,0,1611.17,-59.8798,22.8352,459.107,386.634,24.0205,824.717,1020.37,32.1198,1621.66,429.562,28.6743,1138.98,443.562,26.1032,2227.05,737.982,30.8224,2274.72,-57.0561,34.3553,545.989,-353.277,28.2123,1896.22,-658.388,33.3625,1563.63,1126.72,26.3197,1125.57,-50.6269,23.8935,1235.33,-721.169,21.4726,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,0,1611.24,-59.794,22.9908,459.059,386.651,24.0733,824.699,1020.4,32.1128,1621.68,429.572,28.691,1139.02,443.573,26.1652,2226.89,738.406,30.3209,2274.66,-57.0489,34.3541,545.987,-353.181,28.1839,1896.29,-658.407,33.3744,1563.62,1126.75,26.2815,1124.58,-51.0683,23.3323,1235.04,-721.293,21.2814,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,0,1611.24,-59.8021,22.9581,459.129,386.649,24.0394,824.65,1020.44,32.0937,1621.67,429.556,28.6813,1138.96,443.585,26.1044,2227.05,737.958,30.787,2274.73,-57.0349,34.3662,546.052,-353.234,28.2059,1896.26,-658.319,33.2687,1563.59,1126.77,26.2702,1125.5,-50.5831,23.8804,1235.26,-721.197,21.415,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,0,1611.18,-59.8947,22.837,459.047,386.663,23.9853,824.66,1020.45,32.0971,1621.66,429.544,28.6701,1139.01,443.599,26.1163,2226.89,738.376,30.3002,2274.67,-57.0512,34.351,545.999,-353.228,28.2005,1896.28,-658.426,33.3199,1563.6,1126.75,26.2769,1124.53,-51.1002,23.3085,1235.47,-721.12,21.3481,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,0,1611.17,-59.8937,22.8387,459.093,386.646,24.057,824.637,1020.43,32.0839,1621.64,429.573,28.6662,1138.99,443.566,26.1494,2226.94,738.346,30.3906,2274.69,-57.0614,34.3781,545.956,-353.215,28.1982,1896.26,-658.33,33.3426,1563.6,1126.77,26.2785,1125.5,-50.6182,23.8766,1235.31,-721.158,21.3993,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,0,1611.18,-59.8842,22.8589,459.158,386.662,24.0881,824.662,1020.43,32.0913,1621.65,429.533,28.6788,1138.97,443.544,26.149,2227.04,737.926,30.8141,2274.68,-57.0516,34.3763,545.934,-353.188,28.22,1896.25,-658.383,33.3198,1563.66,1126.73,26.3038,1125.53,-50.6617,23.8971,1235.39,-721.133,21.3559,,,,,,,,,,,,,,,,,,,,,,,,,,,
