Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
7742,0,1347.58,-54.5766,25.9373,1618.11,392.703,26.9912,1586.82,1122.94,48.0148,1092.75,1093.49,38.9618,442.508,1070.53,42.9287,516.405,-6.84185,19.787,2304.96,227.211,38.7668,781.203,447.11,22.8702,,,,500.407,-753.088,16.0102,1132.45,-738.269,14.1436,1772.26,-748.928,26.2576,-160.954,-29.979,34.8314
7743,0,1347.63,-54.5134,26.0247,1618.09,392.689,26.9859,1586.87,1122.92,48.0072,1092.75,1093.48,38.9565,442.487,1070.55,42.8728,515.892,-7.53168,19.0593,2304.98,227.222,38.7877,781.387,447.034,22.8751,,,,500.333,-753.136,15.8166,1132.6,-738.104,13.7167,1772.27,-748.876,26.2769,-160.997,-29.9209,34.8188
7744,0,1347.6,-54.5936,25.976,1618.09,392.69,27.0114,1586.69,1123.07,47.7738,1092.76,1093.47,38.9866,442.442,1070.56,42.8241,515.989,-7.55728,19.1047,2304.93,227.229,38.7084,781.185,447.03,22.7174,,,,500.287,-753.041,15.8593,1132.47,-738.192,14.0783,1772.22,-748.872,26.2097,-160.934,-29.9681,34.8792
7745,0,1347.59,-54.6354,25.9582,1618.1,392.699,27.0131,1586.82,1122.96,48.0404,1092.78,1093.5,38.9936,442.48,1070.55,42.9027,516.044,-6.95902,19.846,2304.88,227.202,38.6861,781.162,446.979,22.6814,,,,500.375,-753.084,15.9903,1132.43,-738.288,14.1092,1772.29,-748.905,26.2666,-160.972,-29.9984,34.8009
7746,0,1347.55,-54.6062,25.8999,1618.12,392.694,27.025,1586.82,1122.95,47.9881,1092.78,1093.49,38.9573,442.423,1070.59,42.8441,516.568,-6.92651,19.8819,2304.89,227.207,38.7199,781.132,446.972,22.7086,,,,500.246,-753.061,15.9186,1132.46,-738.181,14.021,1772.26,-748.847,26.2672,-161.014,-29.973,34.8463
7747,0,1347.6,-54.6239,25.9342,1618.1,392.681,26.9869,1586.81,1122.93,47.9759,1092.78,1093.52,38.9569,442.393,1070.58,42.7893,515.857,-7.56349,19.1366,2304.92,227.201,38.74,781.142,446.911,22.7092,,,,500.257,-753.088,15.856,1132.42,-738.296,14.0973,1772.26,-748.911,26.2488,-161.016,-29.96,34.8431
7748,0,1347.57,-54.6208,25.9381,1618.11,392.698,27.0018,1586.87,1122.93,48.0607,1092.74,1093.5,38.9625,442.398,1070.56,42.832,515.874,-7.48997,19.1317,2304.93,227.205,38.7214,781.092,446.92,22.6632,,,,500.488,-753.118,16.0162,1132.44,-738.289,14.1388,1772.23,-748.91,26.214,-160.974,-30.079,34.8144
7749,0,1347.55,-54.6614,25.9079,1618.1,392.698,27.0046,1586.84,1122.93,48.0006,1092.76,1093.49,38.982,442.451,1070.58,42.889,515.942,-7.50595,19.1215,2304.93,227.217,38.6917,781.069,446.912,22.6819,,,,500.25,-753.169,15.7095,1132.48,-738.263,14.2513,1772.23,-748.865,26.2556,-160.982,-29.8882,34.8294
7750,0,1347.58,-54.6464,25.948,1618.1,392.699,27.022,1586.87,1122.93,48.0529,1092.83,1093.5,38.9868,442.525,1070.55,42.9732,515.876,-7.49468,19.053,2304.89,227.184,38.7208,781.019,446.936,22.6332,,,,500.21,-753.1,15.8417,1132.46,-738.206,14.1021,1772.25,-748.894,26.2886,-160.998,-29.9827,34.81
7751,0,1347.65,-54.576,25.9759,1618.11,392.706,27.0211,1586.83,1122.92,48.0312,1092.82,1093.48,38.9741,442.497,1070.55,42.9331,516.488,-6.88304,19.8713,2304.92,227.189,38.7247,781.029,446.901,22.5874,,,,500.337,-753.022,15.9156,1132.43,-738.258,14.1038,1772.28,-748.889,26.2776,-160.965,-30.0672,34.8396
7752,0,1347.59,-54.6366,25.9497,1618.12,392.695,27.0125,1586.83,1122.92,47.9546,1092.77,1093.51,38.9708,442.449,1070.55,42.8861,515.863,-7.49166,19.0633,2304.91,227.189,38.7261,781.024,446.907,22.6677,,,,500.375,-753.068,15.7836,1132.4,-738.167,14.0499,1772.28,-748.91,26.2892,-161.033,-29.9629,34.8237
7753,0,1347.63,-54.5639,25.9933,1618.12,392.693,27.0197,1586.84,1122.92,48.0187,1092.76,1093.48,38.9537,442.242,1070.68,42.69,515.958,-7.52302,19.1462,2304.94,227.24,38.7204,780.947,446.914,22.5803,,,,500.297,-753.196,15.9048,1132.44,-738.262,14.1922,1772.23,-748.884,26.2348,-161.022,-29.8589,34.824
7754,0,1347.62,-54.5546,25.9876,1618.1,392.697,27.0084,1586.86,1122.92,48.0426,1092.72,1093.54,38.9521,442.428,1070.57,42.8382,516.627,-6.73438,19.835,2304.9,227.197,38.7084,780.986,446.856,22.5992,,,,500.234,-753.12,15.6981,1132.39,-738.158,13.9574,1772.26,-748.898,26.2839,-161.057,-29.9666,34.8139
7755,0,1347.57,-54.5328,25.9477,1618.11,392.693,27.0045,1586.85,1122.89,48.0157,1092.81,1093.49,38.9831,442.504,1070.54,42.9515,515.975,-7.65481,19.1886,2304.91,227.195,38.7139,780.971,446.916,22.5537,,,,500.24,-753.105,15.8338,1132.47,-738.178,14.0543,1772.21,-748.906,26.2355,-160.969,-29.9844,34.8306
7756,0,1347.52,-54.6481,25.8535,1618.12,392.702,27.0267,1586.73,1123.08,47.7889,1092.79,1093.45,38.973,442.347,1070.65,42.758,516.482,-6.78126,19.9319,2304.95,227.228,38.7193,780.944,446.877,22.5372,,,,500.101,-753.035,15.807,1132.45,-738.182,14.1214,1772.26,-748.884,26.2849,-161.046,-29.8746,34.8088
7757,0,1347.62,-54.5639,25.9715,1618.1,392.678,27.0162,1586.71,1123.07,47.8033,1092.8,1093.5,38.9725,442.507,1070.55,42.9376,516.133,-6.84796,19.7515,2304.94,227.224,38.7251,780.967,446.835,22.6829,,,,500.531,-753.16,15.957,1132.46,-738.224,14.1305,1772.21,-748.883,26.2501,-160.986,-29.9669,34.8477
7758,0,1347.62,-54.5823,25.9742,1618.1,392.7,26.999,1586.84,1122.94,48.0092,1092.78,1093.51,38.9983,442.492,1070.55,42.8984,516.264,-6.87029,19.9379,2304.95,227.229,38.749,780.779,446.877,22.5276,,,,500.293,-753.015,16.0589,1132.41,-738.144,14.042,1772.33,-748.87,26.315,-160.943,-29.9166,34.7997
7759,0,1347.59,-54.652,25.9188,1618.09,392.7,27.0025,1586.83,1122.92,47.9839,1092.77,1093.52,38.9763,442.515,1070.53,42.9539,516.017,-7.61747,19.2357,2304.93,227.226,38.721,780.793,446.887,22.5568,,,,500.26,-753.008,15.7557,1132.48,-738.258,14.2054,1772.23,-748.887,26.2458,-161.054,-29.9486,34.7985
7760,0,1347.61,-54.5528,25.9699,1618.12,392.704,27.0197,1586.81,1122.94,47.98,1092.8,1093.48,38.9813,442.518,1070.55,42.956,515.907,-7.58996,19.2443,2304.92,227.195,38.7323,780.831,446.899,22.577,,,,500.269,-753.102,15.8313,1132.42,-738.264,14.1819,1772.3,-748.859,26.3265,-161.002,-29.9263,34.8444
7761,0,1347.53,-54.6307,25.8991,1618.1,392.697,26.9785,1586.84,1122.96,48.0159,1092.79,1093.49,39.0098,442.366,1070.62,42.7667,515.848,-7.57699,19.2162,2304.96,227.202,38.7688,780.791,446.877,22.5565,,,,500.383,-753.2,15.7372,1132.45,-738.199,14.1352,1772.27,-748.88,26.2673,-160.934,-30.0405,34.7643
7762,0,1347.56,-54.6237,25.9017,1618.12,392.68,27.0127,1586.83,1122.93,47.9917,1092.75,1093.55,39.0111,442.305,1070.6,42.6642,515.924,-7.54689,19.1037,2304.92,227.204,38.7126,780.853,446.849,22.558,,,,500.168,-753.072,15.8179,1132.79,-738.644,14.3075,1772.23,-748.899,26.2817,-160.966,-29.8899,34.7951
7763,0,1347.58,-54.6067,25.9873,1618.09,392.684,27.0047,1586.7,1123.08,47.7635,1092.79,1093.5,38.9736,442.413,1070.57,42.7998,515.967,-7.61831,19.2108,2304.95,227.225,38.7405,780.878,446.854,22.5737,,,,500.163,-753.171,15.7571,1132.68,-738.699,14.5312,1772.29,-748.892,26.2943,-161.013,-29.9716,34.779
7764,0,1347.6,-54.6103,25.9375,1618.12,392.696,27.0287,1586.82,1122.94,47.994,1092.71,1093.52,38.9364,442.49,1070.56,42.9272,516.546,-6.74318,19.8078,2304.9,227.19,38.6998,780.957,446.921,22.64,,,,500.455,-753.045,16.1035,1132.6,-738.649,14.5815,1772.18,-748.872,26.2011,-160.977,-29.9328,34.8067
7765,0,1347.57,-54.6363,25.9418,1618.11,392.687,27.0176,1586.83,1122.94,47.9715,1092.81,1093.49,38.9926,442.493,1070.55,42.9222,516.291,-6.84991,19.8148,2304.96,227.236,38.7353,780.917,446.905,22.6033,,,,500.288,-753.143,15.9383,1132.54,-738.559,14.4077,1772.22,-748.915,26.2388,-160.957,-30.1094,34.8805
7766,0,1347.58,-54.6253,25.9464,1618.1,392.684,27.0073,1586.82,1122.94,47.9898,1092.8,1093.49,38.9659,442.456,1070.54,42.9144,516.384,-6.90159,19.8501,2304.96,227.201,38.7611,780.924,446.852,22.5249,,,,500.436,-753.084,15.9202,1132.55,-738.531,14.5194,1772.25,-748.871,26.31,-160.99,-29.9501,34.798
7767,0,1347.61,-54.5717,25.9392,1618.11,392.7,27.006,1586.69,1123.09,47.767,1092.76,1093.49,38.9939,442.465,1070.58,42.8883,515.965,-7.63035,19.2259,2304.9,227.208,38.6756,780.997,446.871,22.5698,,,,500.337,-753.129,15.8436,1132.53,-738.617,14.5277,1772.27,-748.895,26.2764,-161.021,-29.8755,34.7898
7768,0,1347.64,-54.5827,26.002,1618.1,392.686,26.9891,1586.85,1122.94,48.0258,1092.75,1093.5,38.9456,442.493,1070.54,42.934,515.794,-7.56985,19.104,2304.92,227.226,38.6968,780.974,446.896,22.5527,,,,500.403,-752.969,15.9272,1132.58,-738.563,14.4667,1772.29,-748.894,26.2948,-160.955,-30.0782,34.8241
7769,0,1347.62,-54.6128,25.9607,1618.1,392.688,27.0073,1586.85,1122.97,47.9956,1092.82,1093.48,38.9497,442.443,1070.55,42.8509,516.725,-6.81441,19.7458,2304.92,227.233,38.712,780.964,446.855,22.5432,,,,500.24,-753.178,15.745,1132.48,-738.811,14.6861,1772.3,-748.892,26.3015,-160.967,-29.9321,34.8479
7770,0,1347.58,-54.6473,25.9318,1618.1,392.708,27.016,1586.81,1122.92,48.0135,1092.76,1093.47,38.9641,442.412,1070.62,42.8434,516.488,-6.74882,19.8629,2304.89,227.204,38.7071,780.952,446.864,22.5436,,,,500.354,-753.011,15.8908,1132.54,-738.557,14.4592,1772.24,-748.865,26.2914,-160.918,-29.9936,34.884
7771,0,1347.58,-54.5693,25.9471,1618.12,392.687,27.0314,1586.86,1122.96,48.0205,1092.81,1093.52,38.9647,442.466,1070.56,42.889,515.738,-7.60446,19.0653,2304.93,227.224,38.7397,781.258,446.742,22.6198,,,,500.286,-753.012,15.6604,1132.53,-738.53,14.4412,1772.26,-748.891,26.2621,-161.003,-30.0261,34.8396
7772,0,1347.57,-54.5963,25.9159,1618.12,392.691,27.0057,1586.84,1122.95,47.9913,1092.78,1093.52,39.0183,442.483,1070.57,42.9202,516.334,-6.96458,19.8348,2304.9,227.185,38.7018,781.025,446.877,22.5355,,,,500.365,-753.152,15.931,1132.47,-738.62,14.3482,1772.26,-748.883,26.2745,-160.984,-29.9612,34.8603
7773,0,1347.6,-54.6181,25.9595,1618.12,392.702,27.0067,1586.69,1123.06,47.7707,1092.75,1093.5,38.9774,442.31,1070.6,42.6645,515.965,-7.5386,19.1818,2304.96,227.238,38.737,780.983,446.827,22.5119,,,,500.416,-753.089,15.8752,1132.51,-738.493,14.4101,1772.28,-748.84,26.3257,-160.975,-29.904,34.7968
7774,0,1347.63,-54.5689,26.0016,1618.12,392.696,27.0004,1586.79,1122.93,47.9634,1092.79,1093.51,39.0016,442.417,1070.59,42.8503,516.627,-6.90271,19.9251,2304.91,227.209,38.7221,781.021,446.881,22.4394,,,,500.427,-753.093,16.0035,1132.49,-738.527,14.4316,1772.29,-748.863,26.2727,-160.991,-29.8635,34.8602
7775,0,1347.56,-54.625,25.9314,1618.09,392.699,27.0008,1586.81,1122.94,48.0111,1092.78,1093.49,38.9811,442.403,1070.61,42.8156,515.872,-7.51072,19.1533,2304.95,227.21,38.7757,781.165,446.847,22.5328,,,,500.184,-753.034,15.9457,1132.46,-738.446,14.3801,1772.2,-748.905,26.2076,-160.951,-29.9859,34.8651
7776,0,1347.56,-54.6069,25.9204,1618.13,392.692,27.0269,1586.68,1123.08,47.7663,1092.77,1093.51,38.9716,442.39,1070.57,42.8158,515.864,-7.58686,19.266,2304.92,227.237,38.6989,781.061,446.903,22.5131,,,,500.415,-753.088,15.9414,1132.53,-738.503,14.5184,1772.3,-748.865,26.3019,-160.962,-29.9127,34.8189
7777,0,1347.54,-54.5668,25.8841,1618.1,392.697,27.0234,1586.83,1122.94,47.9856,1092.75,1093.51,38.9838,442.46,1070.56,42.8891,516.033,-7.59518,19.1057,2304.96,227.234,38.7514,780.991,446.899,22.5251,,,,500.271,-753.045,15.9963,1132.49,-738.462,14.4188,1772.29,-748.881,26.2653,-160.956,-29.9239,34.8678
7778,0,1347.59,-54.6091,25.9341,1618.11,392.7,27.0003,1586.85,1122.94,47.9849,1092.76,1093.49,39.0011,442.506,1070.54,42.9116,516.53,-6.86881,19.903,2304.91,227.225,38.7033,781.055,446.91,22.5049,,,,500.288,-753.024,15.9017,1132.51,-738.506,14.4614,1772.27,-748.859,26.2466,-160.933,-29.9629,34.8739
7779,0,1347.6,-54.5146,25.9789,1618.11,392.674,26.9849,1586.84,1122.94,48.0125,1092.71,1093.53,38.9558,442.46,1070.55,42.8671,515.862,-7.59493,19.1597,2304.92,227.228,38.715,781.104,446.913,22.5526,,,,500.427,-753.112,15.9028,1132.49,-738.458,14.4076,1772.27,-748.883,26.2866,-160.975,-29.907,34.7934
7780,0,1347.67,-54.4644,26.0351,1618.11,392.691,27.0065,1586.82,1122.93,47.9854,1092.73,1093.52,38.9782,442.429,1070.54,42.8349,515.946,-7.59847,19.1808,2304.94,227.218,38.7412,781.226,446.842,22.602,,,,500.293,-753.107,15.8992,1132.49,-738.486,14.4674,1772.23,-748.88,26.2779,-161.012,-29.9855,34.7686
7781,0,1347.61,-54.518,26.0173,1618.11,392.696,27.0148,1586.82,1122.91,48.0111,1092.8,1093.48,38.9594,442.472,1070.54,42.8768,515.93,-7.50436,19.0734,2304.89,227.191,38.7167,781.129,446.875,22.5698,,,,500.27,-753.096,15.8836,1132.49,-738.427,14.373,1772.29,-748.876,26.3214,-161.034,-29.9162,34.7663
7782,0,1347.61,-54.5847,25.9871,1618.1,392.688,26.9989,1586.83,1122.9,47.9966,1092.76,1093.49,38.9742,442.405,1070.56,42.8326,516.005,-7.61278,19.0024,2304.95,227.224,38.7463,781.04,446.931,22.5217,,,,500.161,-753.082,15.7822,1132.51,-738.456,14.4248,1772.28,-748.875,26.2788,-161.036,-29.9188,34.8382
7783,0,1347.57,-54.6264,25.9113,1618.1,392.689,26.99,1586.7,1123.07,47.7681,1092.81,1093.48,38.9452,442.447,1070.54,42.8594,515.883,-7.64106,19.0841,2304.94,227.233,38.7343,781.106,446.899,22.5391,,,,500.292,-753.081,15.8935,1132.52,-738.455,14.4221,1772.3,-748.847,26.3093,-160.988,-29.921,34.8304
7784,0,1347.6,-54.5903,25.9448,1618.1,392.688,26.9963,1586.83,1122.96,47.9888,1092.76,1093.51,38.9802,442.424,1070.55,42.8699,515.836,-7.51684,19.0601,2304.94,227.235,38.7383,781.043,446.842,22.5781,,,,500.163,-753.143,15.8383,1132.49,-738.46,14.431,1772.29,-748.886,26.2961,-160.957,-29.9114,34.801
7785,0,1347.58,-54.6102,25.9358,1618.1,392.688,26.9976,1586.69,1123.08,47.7947,1092.72,1093.53,38.9706,442.463,1070.53,42.8506,515.833,-7.63101,19.1554,2304.91,227.209,38.7346,781.024,446.898,22.5329,,,,500.224,-753.048,15.8411,1132.43,-738.41,14.2811,1772.26,-748.88,26.2949,-160.975,-29.9329,34.8695
7786,0,1347.62,-54.5761,25.9623,1618.11,392.692,27.0179,1586.83,1122.94,48.0272,1092.78,1093.52,38.9808,442.46,1070.54,42.8967,516.531,-6.75646,19.8315,2304.9,227.218,38.684,781.121,446.894,22.5516,,,,500.238,-753.21,15.8255,1132.48,-738.479,14.4547,1772.2,-748.916,26.2062,-161.029,-29.9074,34.8382
7787,0,1347.57,-54.6183,25.9537,1618.11,392.69,26.9928,1586.79,1122.91,47.9687,1092.76,1093.49,38.9612,442.4,1070.57,42.7981,515.943,-7.5948,19.1865,2304.87,227.202,38.6753,781.073,446.932,22.5367,,,,500.391,-753.118,15.8234,1132.41,-738.64,14.5072,1772.32,-748.88,26.3065,-161.013,-30.0375,34.8127
7788,0,1347.53,-54.6586,25.88,1618.09,392.683,27.0109,1586.82,1122.96,47.9881,1092.78,1093.52,38.9732,442.345,1070.64,42.7795,516.491,-6.8255,19.8205,2304.95,227.24,38.7251,781.127,446.917,22.4928,,,,500.312,-753.075,16.0205,1132.49,-738.479,14.4866,1772.29,-748.876,26.3173,-160.969,-29.8674,34.8157
7789,0,1347.64,-54.5406,26.007,1618.12,392.682,27.0226,1586.84,1122.95,47.9852,1092.82,1093.49,39.016,442.481,1070.57,42.9223,516.533,-6.77621,19.8689,2304.96,227.23,38.7855,781.176,446.843,22.5719,,,,500.327,-753.128,15.9623,1132.49,-738.484,14.4556,1772.27,-748.886,26.2795,-160.959,-29.936,34.8694
7790,0,1347.51,-54.6072,25.8742,1618.12,392.693,27.0247,1586.82,1122.94,47.9986,1092.78,1093.49,39.0318,442.5,1070.54,42.8942,515.762,-7.54194,19.1555,2304.93,227.234,38.7245,781.182,446.949,22.5286,,,,500.394,-753.286,15.7536,1132.48,-738.447,14.422,1772.24,-748.891,26.2798,-160.989,-29.9377,34.8999
7791,0,1347.56,-54.6327,25.9125,1618.1,392.696,27.0141,1586.83,1122.93,47.9932,1092.75,1093.53,38.9639,442.454,1070.54,42.8463,516.475,-6.85147,19.9377,2304.95,227.225,38.7565,781.2,446.873,22.5309,,,,500.392,-753.076,16.0654,1132.47,-738.479,14.4385,1772.27,-748.915,26.2786,-160.986,-29.9241,34.8777
7792,0,1347.58,-54.5893,25.924,1618.11,392.683,27.0104,1586.86,1122.93,48.0159,1092.77,1093.54,38.9778,442.378,1070.63,42.7812,516.632,-6.89238,19.9552,2304.95,227.223,38.7161,781.348,446.788,22.5499,,,,500.21,-753.024,15.8293,1132.44,-738.654,14.554,1772.28,-748.887,26.3115,-160.94,-29.866,34.8446
7793,0,1347.5,-54.6579,25.8559,1618.12,392.697,27.0172,1586.7,1123.08,47.7914,1092.79,1093.5,38.9388,442.486,1070.56,42.8958,516.031,-7.52546,19.0915,2304.89,227.193,38.696,781.135,446.876,22.4855,,,,500.329,-753.207,15.6621,1132.41,-738.648,14.4687,1772.31,-748.881,26.308,-161.005,-30.0047,34.7785
7794,0,1347.58,-54.605,25.9517,1618.11,392.68,27.0055,1586.81,1122.94,47.9804,1092.78,1093.49,38.9859,442.47,1070.54,42.8896,515.859,-7.53639,19.185,2304.96,227.241,38.7684,781.215,446.949,22.5245,,,,500.193,-753.11,15.8432,1132.41,-738.618,14.4802,1772.25,-748.88,26.2859,-160.999,-29.8893,34.8591
7795,0,1347.55,-54.6311,25.8921,1618.11,392.695,26.999,1586.83,1122.95,48.0018,1092.77,1093.53,38.9667,442.463,1070.56,42.8946,515.863,-7.50074,19.2161,2304.95,227.211,38.7457,781.166,446.889,22.549,,,,500.254,-753.111,15.8652,1132.47,-738.474,14.3799,1772.3,-748.874,26.3195,-161.011,-30.0365,34.8604
7796,0,1347.58,-54.6082,25.9401,1618.09,392.691,26.9991,1586.8,1122.94,47.9708,1092.78,1093.48,38.9958,442.484,1070.55,42.9457,515.965,-7.59506,19.0574,2304.91,227.214,38.7019,781.139,446.925,22.5807,,,,500.299,-753.163,15.8799,1132.5,-738.483,14.4286,1772.25,-748.88,26.2724,-160.895,-29.9563,34.8009
7797,0,1347.65,-54.5705,25.9728,1618.13,392.696,27.0356,1586.82,1122.94,47.9746,1092.73,1093.53,38.9838,442.513,1070.55,42.9546,516.455,-6.7889,19.89,2304.94,227.236,38.7432,781.096,446.897,22.5446,,,,500.277,-753.071,15.9147,1132.47,-738.497,14.4317,1772.32,-748.847,26.3369,-160.962,-30.1445,34.8825
7798,0,1347.58,-54.6337,25.935,1618.09,392.71,26.9934,1586.84,1122.94,47.9921,1092.79,1093.49,38.9389,442.516,1070.55,42.9154,516.463,-6.88083,19.8876,2304.94,227.227,38.7497,781.144,446.889,22.5554,,,,500.399,-753.157,15.9258,1132.45,-738.446,14.3436,1772.26,-748.9,26.2437,-161.004,-29.9031,34.8514
7799,0,1347.49,-54.6939,25.8803,1618.03,392.585,26.812,1586.85,1122.94,48.01,1092.79,1093.47,38.9594,442.434,1070.59,42.8328,516.517,-6.9112,19.9491,2304.92,227.232,38.7296,781.2,446.924,22.5035,,,,500.067,-753.003,15.8255,1132.48,-738.437,14.3402,1772.28,-748.864,26.3012,-160.958,-29.8701,34.8569
7800,0,1347.58,-54.6112,25.929,1618,392.562,26.7578,1586.83,1122.93,48.0085,1092.78,1093.48,38.969,442.397,1070.6,42.8406,516.021,-7.56769,19.1933,2304.92,227.204,38.7314,781.247,446.84,22.5629,,,,500.341,-753.114,15.8331,1132.45,-738.5,14.3923,1772.22,-748.892,26.2194,-161,-29.9482,34.7702
7801,0,1347.6,-54.5825,25.9618,1618.01,392.536,26.7255,1586.68,1123.09,47.7887,1092.76,1093.53,38.95,442.444,1070.54,42.8562,516.304,-6.77446,19.9344,2304.93,227.236,38.746,781.18,446.936,22.5503,,,,500.197,-753.081,15.7748,1132.49,-738.445,14.3789,1772.26,-748.88,26.3131,-160.933,-29.9866,34.7988
7802,0,1347.6,-54.6309,25.9574,1617.99,392.5,26.6454,1586.83,1122.94,48.0099,1092.71,1093.48,38.9392,442.388,1070.57,42.777,516.593,-6.81556,19.8333,2304.91,227.208,38.7169,781.178,446.891,22.4509,,,,500.288,-753.022,15.9695,1132.49,-738.446,14.3883,1772.25,-748.888,26.2506,-161.029,-29.9365,34.8145
7803,0,1347.54,-54.6234,25.8695,1617.96,392.458,26.5947,1586.83,1122.93,47.9783,1092.76,1093.47,38.9677,442.396,1070.58,42.8084,516.041,-7.59036,19.2378,2304.96,227.239,38.7541,781.167,446.895,22.5477,,,,500.216,-753.063,15.89,1132.48,-738.461,14.4146,1772.26,-748.875,26.2745,-160.973,-29.9494,34.823
7804,0,1347.53,-54.6231,25.9069,1617.95,392.44,26.571,1586.81,1122.94,47.9821,1092.81,1093.49,38.9959,442.398,1070.59,42.8313,515.931,-7.5063,19.0535,2304.95,227.22,38.7578,781.193,446.894,22.5396,,,,500.328,-753.081,15.9549,1132.47,-738.484,14.4298,1772.28,-748.89,26.2869,-160.992,-30.0296,34.8595
7805,0,1347.65,-54.4929,26.0316,1617.93,392.434,26.5555,1586.79,1122.92,47.9821,1092.76,1093.5,39.0098,442.526,1070.55,42.993,515.923,-7.57571,19.0797,2304.9,227.22,38.688,781.252,446.826,22.5784,,,,500.313,-753.075,15.9471,1132.49,-738.459,14.407,1772.27,-748.884,26.2726,-161.005,-29.9652,34.814
7806,0,1347.61,-54.5386,26.0171,1617.96,392.408,26.5454,1586.82,1122.94,48.0066,1092.78,1093.51,38.9806,442.457,1070.52,42.8792,515.836,-7.54855,19.0235,2304.94,227.251,38.7298,781.178,446.895,22.5407,,,,500.237,-753.074,15.8108,1132.49,-738.453,14.4358,1772.24,-748.887,26.2693,-160.996,-29.9862,34.8192
7807,0,1347.63,-54.5623,25.9829,1617.94,392.37,26.4787,1586.84,1122.94,47.9803,1092.8,1093.48,38.9819,442.444,1070.56,42.8488,516.501,-6.88155,19.8025,2304.94,227.226,38.7219,781.172,446.913,22.499,,,,500.307,-753.109,15.8725,1132.45,-738.495,14.4032,1772.27,-748.891,26.2865,-160.964,-30.048,34.8299
7808,0,1347.52,-54.6164,25.8602,1617.92,392.373,26.4331,1586.85,1122.92,48.001,1092.71,1093.55,38.9146,442.483,1070.54,42.8988,516.015,-7.55988,19.147,2304.97,227.214,38.7813,781.202,446.914,22.549,,,,500.18,-753.152,15.761,1132.51,-738.425,14.3949,1772.26,-748.881,26.3045,-160.994,-29.8925,34.8504
7809,0,1347.54,-54.6334,25.9101,1617.91,392.337,26.4234,1586.89,1122.92,48.0663,1092.77,1093.53,38.9414,442.466,1070.56,42.895,516.033,-7.56129,19.1987,2304.92,227.223,38.7288,781.144,446.876,22.5567,,,,500.523,-753.144,15.915,1132.49,-738.409,14.3344,1772.3,-748.858,26.2904,-160.955,-30.0519,34.8693
7810,0,1347.6,-54.5585,25.985,1617.89,392.313,26.3713,1586.87,1122.9,48.0361,1092.78,1093.51,38.9577,442.487,1070.53,42.9447,515.802,-7.54111,19.2716,2304.95,227.233,38.7571,781.202,446.932,22.495,,,,500.423,-753.015,16.1235,1132.48,-738.499,14.4343,1772.27,-748.869,26.3129,-161.028,-30.0639,34.8345
7811,0,1347.59,-54.6296,25.9528,1617.88,392.3,26.3383,1586.82,1122.9,48.0108,1092.76,1093.5,38.9788,442.35,1070.64,42.7753,516.493,-6.78565,19.8097,2304.96,227.226,38.7985,781.157,446.913,22.5838,,,,500.211,-753.067,15.9391,1132.49,-738.467,14.4336,1772.3,-748.841,26.3456,-161.004,-29.8885,34.9017
7812,0,1347.56,-54.5559,25.8956,1617.89,392.314,26.3458,1586.85,1122.89,48.0216,1092.79,1093.5,38.9739,442.432,1070.55,42.895,515.861,-7.57726,19.2515,2304.96,227.23,38.7372,781.148,446.915,22.5156,,,,500.214,-753.106,15.8921,1132.46,-738.502,14.4192,1772.22,-748.892,26.2214,-160.986,-29.8876,34.7595
7813,0,1347.58,-54.55,25.971,1617.89,392.281,26.3248,1586.86,1122.91,48.0441,1092.8,1093.51,38.9802,442.5,1070.56,42.9427,516.563,-6.90004,19.8311,2304.93,227.24,38.7159,781.168,446.906,22.5593,,,,500.114,-753.106,15.78,1132.49,-738.442,14.412,1772.27,-748.873,26.2448,-161.034,-30.0145,34.8321
7814,0,1347.55,-54.6401,25.933,1617.89,392.278,26.3328,1586.85,1122.89,48.0175,1092.78,1093.51,38.9699,442.377,1070.56,42.7601,516.422,-6.88937,19.9012,2304.93,227.217,38.7219,781.203,446.873,22.5781,,,,500.324,-753.145,15.8814,1132.56,-738.464,14.5011,1772.24,-748.877,26.3012,-160.985,-29.9512,34.8292
7815,0,1347.58,-54.6202,25.9675,1617.86,392.301,26.3258,1586.85,1122.93,48.0484,1092.77,1093.47,38.9733,442.461,1070.55,42.8818,515.86,-7.56608,19.2341,2304.94,227.196,38.7694,781.191,446.925,22.5696,,,,500.227,-753.198,15.7607,1132.5,-738.492,14.447,1772.29,-748.901,26.283,-160.985,-29.827,34.8378
